,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,OT,Notes
25.0,2025-01-07,New Mexico,,Wyoming,,,
23.0,2025-01-07,St. John's (NY),,Xavier,,,
22.0,2025-01-08,Coastal Carolina,,Appalachian State,,,
13.0,2025-01-08,Mississippi,,Arkansas,,,
10.0,2025-01-08,Loyola (MD),,Army,,,
26.0,2025-01-08,Southern Illinois,,Belmont,,,
11.0,2025-01-08,American,,Boston University,,,
27.0,2025-01-08,Drake,,Bradley,,,
12.0,2025-01-08,Lafayette,,Bucknell,,,
36.0,2025-01-08,Virginia,,California,,,
8.0,2025-01-08,High Point,,Charleston Southern,,,
14.0,2025-01-08,Florida Atlantic,,Charlotte,,,
13.0,2025-01-08,Lehigh,,Colgate,,,
14.0,2025-01-08,Saint Joseph's,,Duquesne,,,
15.0,2025-01-08,Temple,,East Carolina,,,
28.0,2025-01-08,Illinois State,,Evansville,,,
9.0,2025-01-08,Winthrop,,Gardner-Webb,,,
15.0,2025-01-08,Richmond,,George Mason,,,
23.0,2025-01-08,Georgia Southern,,Georgia State,,,
21.0,2025-01-08,San Diego,,Gonzaga,,,
14.0,2025-01-08,Navy,,Holy Cross,,,
36.0,2025-01-08,Penn State,,Illinois,,,
37.0,2025-01-08,Southern California,,Indiana,,,
23.0,2025-01-08,Arizona State,,Kansas,,,
16.0,2025-01-08,Loyola (IL),,La Salle,,,
10.0,2025-01-08,UNC Asheville,,Longwood,,,
17.0,2025-01-08,Dayton,,Massachusetts,,,
10.0,2025-01-08,East Tennessee State,,Mercer,,,
37.0,2025-01-08,Notre Dame,,NC State,,,
16.0,2025-01-08,Rice,,North Texas,,,
29.0,2025-01-08,Murray State,,Northern Iowa,,,
14.0,2025-01-08,Texas A&M,,Oklahoma,,,
8.0,2025-01-08,Kansas City,,Omaha,,,
24.0,2025-01-08,Butler,,Providence,,,
31.0,2025-01-08,Milwaukee,,Purdue Fort Wayne,,,
18.0,2025-01-08,George Washington,,Rhode Island,,,
32.0,2025-01-08,Cleveland State,,Robert Morris,,,
19.0,2025-01-08,St. Bonaventure,,Saint Louis,,,
25.0,2025-01-08,DePaul,,Seton Hall,,,
15.0,2025-01-08,Alabama,,South Carolina,,,
11.0,2025-01-08,Presbyterian,,South Carolina Upstate,,,
9.0,2025-01-08,South Dakota State,,St. Thomas,,,
38.0,2025-01-08,Virginia Tech,,Stanford,,,
11.0,2025-01-08,Furman,,The Citadel,,,
24.0,2025-01-08,Colorado,,UCF,,,
30.0,2025-01-08,Indiana State,,Valparaiso,,,
26.0,2025-01-08,Connecticut,,Villanova,,,
21.0,2025-01-08,Fordham,,Virginia Commonwealth,,,
12.0,2025-01-08,Western Carolina,,Wofford,,,
33.0,2025-01-08,Northern Kentucky,,Youngstown State,,,
12.0,2025-01-09,Jacksonville,,Bellarmine,,,
21.0,2025-01-09,UC Irvine,,Cal State Northridge,,,
13.0,2025-01-09,UNC Greensboro,,Chattanooga,,,
10.0,2025-01-09,North Dakota,,Denver,,,
24.0,2025-01-09,Tennessee Tech,,Eastern Illinois,,,
13.0,2025-01-09,North Florida,,Eastern Kentucky,,,
14.0,2025-01-09,North Alabama,,Florida Gulf Coast,,,
15.0,2025-01-09,Campbell,,Hampton,,,
16.0,2025-01-09,College of Charleston,,Hofstra,,,
34.0,2025-01-09,Detroit Mercy,,IU Indy,,,
25.0,2025-01-09,Tennessee State,,Lindenwood,,,
15.0,2025-01-09,Queens (NC),,Lipscomb,,,
26.0,2025-01-09,Morehead State,,Little Rock,,,
24.0,2025-01-09,Old Dominion,,Louisiana,,,
9.0,2025-01-09,Florida International,,Louisiana Tech,,,
4.0,2025-01-09,Binghamton,,Maine,,,
25.0,2025-01-09,James Madison,,Marshall,,,
5.0,2025-01-09,Vermont,,Massachusetts-Lowell,,,
38.0,2025-01-09,Washington,,Michigan State,,,
10.0,2025-01-09,Kennesaw State,,Middle Tennessee,,,
17.0,2025-01-09,UNC Wilmington,,Monmouth,,,
9.0,2025-01-09,Northern Arizona,,Montana,,,
10.0,2025-01-09,Northern Colorado,,Montana State,,,
7.0,2025-01-09,Maryland-Baltimore County,,NJIT,,,
6.0,2025-01-09,Albany (NY),,New Hampshire,,,
39.0,2025-01-09,Oregon,,Ohio State,,,
11.0,2025-01-09,North Dakota State,,Oral Roberts,,,
11.0,2025-01-09,Eastern Washington,,Portland State,,,
40.0,2025-01-09,Purdue,,Rutgers,,,
12.0,2025-01-09,Idaho,,Sacramento State,,,
11.0,2025-01-09,Liberty,,Sam Houston,,,
14.0,2025-01-09,Virginia Military Institute,,Samford,,,
22.0,2025-01-09,Portland,,San Francisco,,,
23.0,2025-01-09,Oregon State,,Santa Clara,,,
26.0,2025-01-09,Arkansas State,,South Alabama,,,
27.0,2025-01-09,Southern Indiana,,Southeast Missouri State,,,
27.0,2025-01-09,Louisiana-Monroe,,Southern Mississippi,,,
4.0,2025-01-09,Tarleton State,,Southern Utah,,,
16.0,2025-01-09,Central Arkansas,,Stetson,,,
18.0,2025-01-09,Drexel,,Stony Brook,,,
19.0,2025-01-09,Northeastern,,Towson,,,
28.0,2025-01-09,Texas State,,Troy,,,
22.0,2025-01-09,Cal State Fullerton,,UC Davis,,,
23.0,2025-01-09,Hawaii,,UC Riverside,,,
24.0,2025-01-09,Cal Poly,,UC San Diego,,,
25.0,2025-01-09,Cal State Bakersfield,,UC Santa Barbara,,,
5.0,2025-01-09,UT Arlington,,Utah Tech,,,
6.0,2025-01-09,Grand Canyon,,Utah Valley,,,
24.0,2025-01-09,Pacific,,Washington State,,,
28.0,2025-01-09,Tennessee-Martin,,Western Illinois,,,
12.0,2025-01-09,Jacksonville State,,Western Kentucky,,,
21.0,2025-01-09,Elon,,William & Mary,,,
35.0,2025-01-09,Oakland,,Wright State,,,
17.0,2025-01-10,West Georgia,,Austin Peay,,,
23.0,2025-01-10,Rider,,Canisius,,,
8.0,2025-01-10,Wagner,,Central Connecticut State,,,
24.0,2025-01-10,Iona,,Fairfield,,,
9.0,2025-01-10,FDU,,Le Moyne,,,
25.0,2025-01-10,Mount St. Mary's,,Manhattan,,,
42.0,2025-01-10,UCLA,,Maryland,,,
26.0,2025-01-10,Saint Peter's,,Niagara,,,
27.0,2025-01-10,Siena,,Quinnipiac,,,
28.0,2025-01-10,Merrimack,,Sacred Heart,,,
10.0,2025-01-10,Mercyhurst,,Saint Francis (PA),,,
11.0,2025-01-10,Long Island University,,Stonehill,,,
43.0,2025-01-10,Minnesota,,Wisconsin,,,
26.0,2025-01-11,San Jose State,,Air Force,,,
10.0,2025-01-11,Alabama A&M,,Alcorn State,,,
15.0,2025-01-11,Bucknell,,American,,,
29.0,2025-01-11,James Madison,,Appalachian State,,,
25.0,2025-01-11,UCF,,Arizona,,,
26.0,2025-01-11,Baylor,,Arizona State,,,
16.0,2025-01-11,Florida,,Arkansas,,,
11.0,2025-01-11,Texas Southern,,Arkansas-Pine Bluff,,,
18.0,2025-01-11,Queens (NC),,Austin Peay,,,
12.0,2025-01-11,Bowling Green State,,Ball State,,,
19.0,2025-01-11,North Florida,,Bellarmine,,,
39.0,2025-01-11,Syracuse,,Boston College,,,
8.0,2025-01-11,Vermont,,Bryant,,,
13.0,2025-01-11,Kent State,,Buffalo,,,
27.0,2025-01-11,Creighton,,Butler,,,
26.0,2025-01-11,UC Santa Barbara,,Cal Poly,,,
27.0,2025-01-11,Cal State Northridge,,Cal State Bakersfield,,,
28.0,2025-01-11,Hawaii,,Cal State Fullerton,,,
40.0,2025-01-11,Virginia Tech,,California,,,
15.0,2025-01-11,Virginia Military Institute,,Chattanooga,,,
27.0,2025-01-11,Kansas,,Cincinnati,,,
42.0,2025-01-11,Florida State,,Clemson,,,
16.0,2025-01-11,Boston University,,Colgate,,,
27.0,2025-01-11,Nevada-Las Vegas,,Colorado State,,,
0.0,2025-01-11,Cornell,,Columbia,,,
1.0,2025-01-11,Pennsylvania,,Dartmouth,,,
22.0,2025-01-11,Fordham,,Davidson,,,
28.0,2025-01-11,Xavier,,DePaul,,,
8.0,2025-01-11,South Carolina State,,Delaware State,,,
12.0,2025-01-11,North Dakota State,,Denver,,,
31.0,2025-01-11,Evansville,,Drake,,,
22.0,2025-01-11,Towson,,Drexel,,,
43.0,2025-01-11,Notre Dame,,Duke,,,
16.0,2025-01-11,The Citadel,,East Tennessee State,,,
21.0,2025-01-11,Jacksonville,,Eastern Kentucky,,,
14.0,2025-01-11,Akron,,Eastern Michigan,,,
23.0,2025-01-11,Campbell,,Elon,,,
22.0,2025-01-11,Central Arkansas,,Florida Gulf Coast,,,
28.0,2025-01-11,Nevada,,Fresno State,,,
17.0,2025-01-11,Wofford,,Furman,,,
23.0,2025-01-11,Massachusetts,,George Mason,,,
29.0,2025-01-11,Connecticut,,Georgetown,,,
17.0,2025-01-11,Oklahoma,,Georgia,,,
30.0,2025-01-11,Coastal Carolina,,Georgia State,,,
25.0,2025-01-11,Washington State,,Gonzaga,,,
12.0,2025-01-11,Bethune-Cookman,,Grambling,,,
24.0,2025-01-11,Delaware,,Hampton,,,
2.0,2025-01-11,Princeton,,Harvard,,,
12.0,2025-01-11,Gardner-Webb,,High Point,,,
25.0,2025-01-11,UNC Wilmington,,Hofstra,,,
25.0,2025-01-11,Incarnate Word,,Houston Christian,,,
9.0,2025-01-11,Morgan State,,Howard,,,
13.0,2025-01-11,Weber State,,Idaho State,,,
44.0,2025-01-11,Southern California,,Illinois,,,
32.0,2025-01-11,Northern Iowa,,Illinois State,,,
33.0,2025-01-11,Bradley,,Illinois-Chicago,,,
34.0,2025-01-11,Belmont,,Indiana State,,,
45.0,2025-01-11,Indiana,,Iowa,,,
13.0,2025-01-11,Alabama State,,Jackson State,,,
28.0,2025-01-11,Houston,,Kansas State,,,
17.0,2025-01-11,Holy Cross,,Lafayette,,,
26.0,2025-01-11,Stephen F. Austin,,Lamar,,,
18.0,2025-01-11,Army,,Lehigh,,,
29.0,2025-01-11,Tennessee-Martin,,Lindenwood,,,
23.0,2025-01-11,West Georgia,,Lipscomb,,,
30.0,2025-01-11,Southern Indiana,,Little Rock,,,
31.0,2025-01-11,Louisiana-Monroe,,Louisiana,,,
13.0,2025-01-11,Liberty,,Louisiana Tech,,,
19.0,2025-01-11,Navy,,Loyola (MD),,,
9.0,2025-01-11,Albany (NY),,Maine,,,
32.0,2025-01-11,Georgia Southern,,Marshall,,,
10.0,2025-01-11,NJIT,,Massachusetts-Lowell,,,
27.0,2025-01-11,Nicholls State,,McNeese State,,,
17.0,2025-01-11,East Carolina,,Memphis,,,
44.0,2025-01-11,Wake Forest,,Miami (FL),,,
15.0,2025-01-11,Western Michigan,,Miami (OH),,,
14.0,2025-01-11,Jacksonville State,,Middle Tennessee,,,
36.0,2025-01-11,Green Bay,,Milwaukee,,,
18.0,2025-01-11,Louisiana State,,Mississippi,,,
19.0,2025-01-11,Kentucky,,Mississippi State,,,
14.0,2025-01-11,Prairie View,,Mississippi Valley State,,,
21.0,2025-01-11,Vanderbilt,,Missouri,,,
26.0,2025-01-11,College of Charleston,,Monmouth,,,
14.0,2025-01-11,Northern Colorado,,Montana,,,
15.0,2025-01-11,Northern Arizona,,Montana State,,,
35.0,2025-01-11,Valparaiso,,Murray State,,,
45.0,2025-01-11,North Carolina,,NC State,,,
11.0,2025-01-11,Binghamton,,New Hampshire,,,
29.0,2025-01-11,San Diego State,,New Mexico,,,
28.0,2025-01-11,Southeastern Louisiana,,New Orleans,,,
10.0,2025-01-11,Coppin State,,Norfolk State,,,
11.0,2025-01-11,Maryland-Eastern Shore,,North Carolina Central,,,
37.0,2025-01-11,Oakland,,Northern Kentucky,,,
29.0,2025-01-11,East Texas A&M,,Northwestern State,,,
16.0,2025-01-11,Northern Illinois,,Ohio,,,
13.0,2025-01-11,South Dakota State,,Omaha,,,
14.0,2025-01-11,North Dakota,,Oral Roberts,,,
26.0,2025-01-11,Oregon State,,Pacific,,,
27.0,2025-01-11,Loyola Marymount,,Pepperdine,,,
46.0,2025-01-11,Louisville,,Pittsburgh,,,
16.0,2025-01-11,Idaho,,Portland State,,,
13.0,2025-01-11,UNC Asheville,,Presbyterian,,,
30.0,2025-01-11,Seton Hall,,Providence,,,
38.0,2025-01-11,Detroit Mercy,,Purdue Fort Wayne,,,
18.0,2025-01-11,Temple,,Rice,,,
24.0,2025-01-11,Rhode Island,,Richmond,,,
17.0,2025-01-11,Eastern Washington,,Sacramento State,,,
25.0,2025-01-11,Loyola (IL),,Saint Joseph's,,,
15.0,2025-01-11,Florida International,,Sam Houston,,,
18.0,2025-01-11,UNC Greensboro,,Samford,,,
28.0,2025-01-11,Saint Mary's (CA),,San Diego,,,
29.0,2025-01-11,San Francisco,,Santa Clara,,,
7.0,2025-01-11,Abilene Christian,,Seattle,,,
33.0,2025-01-11,Old Dominion,,South Alabama,,,
22.0,2025-01-11,Auburn,,South Carolina,,,
14.0,2025-01-11,Radford,,South Carolina Upstate,,,
31.0,2025-01-11,Morehead State,,Southeast Missouri State,,,
15.0,2025-01-11,Florida A&M,,Southern,,,
36.0,2025-01-11,Missouri State,,Southern Illinois,,,
32.0,2025-01-11,Tennessee Tech,,Southern Illinois-Edwardsville,,,
47.0,2025-01-11,Georgia Tech,,Southern Methodist,,,
34.0,2025-01-11,Texas State,,Southern Mississippi,,,
8.0,2025-01-11,UT Arlington,,Southern Utah,,,
26.0,2025-01-11,La Salle,,St. Bonaventure,,,
31.0,2025-01-11,Villanova,,St. John's (NY),,,
15.0,2025-01-11,South Dakota,,St. Thomas,,,
48.0,2025-01-11,Virginia,,Stanford,,,
24.0,2025-01-11,North Alabama,,Stetson,,,
27.0,2025-01-11,Northeastern,,Stony Brook,,,
29.0,2025-01-11,Brigham Young,,TCU,,,
23.0,2025-01-11,Tennessee,,Texas,,,
24.0,2025-01-11,Alabama,,Texas A&M,,,
30.0,2025-01-11,Texas-Rio Grande Valley,,Texas A&M-Corpus Christi,,,
30.0,2025-01-11,Iowa State,,Texas Tech,,,
17.0,2025-01-11,Central Michigan,,Toledo,,,
35.0,2025-01-11,Arkansas State,,Troy,,,
19.0,2025-01-11,South Florida,,Tulane,,,
21.0,2025-01-11,Charlotte,,Tulsa,,,
29.0,2025-01-11,Long Beach State,,UC Davis,,,
30.0,2025-01-11,UC Irvine,,UC San Diego,,,
16.0,2025-01-11,New Mexico State,,UTEP,,,
22.0,2025-01-11,Wichita State,,UTSA,,,
31.0,2025-01-11,Oklahoma State,,Utah,,,
30.0,2025-01-11,Boise State,,Utah State,,,
9.0,2025-01-11,Tarleton State,,Utah Tech,,,
10.0,2025-01-11,California Baptist,,Utah Valley,,,
19.0,2025-01-11,Mercer,,Western Carolina,,,
33.0,2025-01-11,Tennessee State,,Western Illinois,,,
17.0,2025-01-11,Kennesaw State,,Western Kentucky,,,
28.0,2025-01-11,North Carolina A&T,,William & Mary,,,
15.0,2025-01-11,Longwood,,Winthrop,,,
3.0,2025-01-11,Brown,,Yale,,,
39.0,2025-01-11,Cleveland State,,Youngstown State,,,
29.0,2025-01-12,Saint Peter's,,Canisius,,,
12.0,2025-01-12,Long Island University,,Central Connecticut State,,,
13.0,2025-01-12,Stonehill,,Chicago State,,,
32.0,2025-01-12,West Virginia,,Colorado,,,
14.0,2025-01-12,Saint Francis (PA),,FDU,,,
23.0,2025-01-12,UAB,,Florida Atlantic,,,
30.0,2025-01-12,Quinnipiac,,Iona,,,
15.0,2025-01-12,Mercyhurst,,Le Moyne,,,
31.0,2025-01-12,Fairfield,,Marist,,,
32.0,2025-01-12,Manhattan,,Merrimack,,,
46.0,2025-01-12,Washington,,Michigan,,,
33.0,2025-01-12,Sacred Heart,,Mount St. Mary's,,,
34.0,2025-01-12,Rider,,Niagara,,,
47.0,2025-01-12,Michigan State,,Northwestern,,,
48.0,2025-01-12,Oregon,,Penn State,,,
49.0,2025-01-12,Nebraska,,Purdue,,,
40.0,2025-01-12,Wright State,,Robert Morris,,,
16.0,2025-01-13,Alabama State,,Alcorn State,,,
17.0,2025-01-13,Prairie View,,Arkansas-Pine Bluff,,,
18.0,2025-01-13,Florida A&M,,Grambling,,,
31.0,2025-01-13,McNeese State,,Houston Christian,,,
12.0,2025-01-13,Coppin State,,Howard,,,
32.0,2025-01-13,Nicholls State,,Incarnate Word,,,
19.0,2025-01-13,Alabama A&M,,Jackson State,,,
33.0,2025-01-13,New Orleans,,Lamar,,,
21.0,2025-01-13,American,,Loyola (MD),,,
50.0,2025-01-13,Minnesota,,Maryland,,,
21.0,2025-01-13,Texas Southern,,Mississippi Valley State,,,
13.0,2025-01-13,Norfolk State,,Morgan State,,,
14.0,2025-01-13,Delaware State,,North Carolina Central,,,
49.0,2025-01-13,Boston College,,Notre Dame,,,
51.0,2025-01-13,UCLA,,Rutgers,,,
15.0,2025-01-13,Maryland-Eastern Shore,,South Carolina State,,,
22.0,2025-01-13,Bethune-Cookman,,Southern,,,
34.0,2025-01-13,Southeastern Louisiana,,Stephen F. Austin,,,
35.0,2025-01-13,Northwestern State,,Texas A&M-Corpus Christi,,,
36.0,2025-01-13,East Texas A&M,,Texas-Rio Grande Valley,,,
18.0,2025-01-14,Toledo,,Akron,,,
25.0,2025-01-14,Mississippi,,Alabama,,,
33.0,2025-01-14,Baylor,,Arizona,,,
34.0,2025-01-14,UCF,,Arizona State,,,
26.0,2025-01-14,Mississippi State,,Auburn,,,
37.0,2025-01-14,Valparaiso,,Belmont,,,
31.0,2025-01-14,Wyoming,,Boise State,,,
19.0,2025-01-14,Buffalo,,Bowling Green State,,,
35.0,2025-01-14,Oklahoma State,,Brigham Young,,,
21.0,2025-01-14,Eastern Michigan,,Central Michigan,,,
32.0,2025-01-14,Providence,,Creighton,,,
33.0,2025-01-14,Marquette,,DePaul,,,
50.0,2025-01-14,Miami (FL),,Duke,,,
24.0,2025-01-14,North Texas,,East Carolina,,,
27.0,2025-01-14,Missouri,,Florida,,,
51.0,2025-01-14,Clemson,,Georgia Tech,,,
52.0,2025-01-14,Illinois,,Indiana,,,
36.0,2025-01-14,Texas Tech,,Kansas State,,,
22.0,2025-01-14,Western Michigan,,Kent State,,,
28.0,2025-01-14,Texas A&M,,Kentucky,,,
29.0,2025-01-14,Arkansas,,Louisiana State,,,
32.0,2025-01-14,Air Force,,Nevada,,,
33.0,2025-01-14,Air Force,,Nevada,,,
23.0,2025-01-14,Miami (OH),,Northern Illinois,,,
38.0,2025-01-14,Evansville,,Northern Iowa,,,
24.0,2025-01-14,Ball State,,Ohio,,,
25.0,2025-01-14,UTSA,,Rice,,,
34.0,2025-01-14,Colorado State,,San Diego State,,,
35.0,2025-01-14,New Mexico,,San Jose State,,,
34.0,2025-01-14,Little Rock,,Southeast Missouri State,,,
53.0,2025-01-14,Iowa,,Southern California,,,
34.0,2025-01-14,Georgetown,,St. John's (NY),,,
52.0,2025-01-14,Louisville,,Syracuse,,,
27.0,2025-01-14,Saint Louis,,Virginia Commonwealth,,,
26.0,2025-01-14,Charlotte,,Wichita State,,,
54.0,2025-01-14,Ohio State,,Wisconsin,,,
35.0,2025-01-14,Villanova,,Xavier,,,
22.0,2025-01-15,Lafayette,,Army,,,
23.0,2025-01-15,Lehigh,,Boston University,,,
39.0,2025-01-15,Indiana State,,Bradley,,,
24.0,2025-01-15,Holy Cross,,Bucknell,,,
36.0,2025-01-15,Seton Hall,,Butler,,,
21.0,2025-01-15,Wofford,,Chattanooga,,,
42.0,2025-01-15,Northern Kentucky,,Cleveland State,,,
37.0,2025-01-15,Cincinnati,,Colorado,,,
28.0,2025-01-15,George Mason,,Dayton,,,
16.0,2025-01-15,Omaha,,Denver,,,
40.0,2025-01-15,Illinois State,,Drake,,,
53.0,2025-01-15,Pittsburgh,,Florida State,,,
29.0,2025-01-15,Massachusetts,,Fordham,,,
22.0,2025-01-15,East Tennessee State,,Furman,,,
30.0,2025-01-15,Duquesne,,George Washington,,,
38.0,2025-01-15,West Virginia,,Houston,,,
42.0,2025-01-15,Murray State,,Illinois-Chicago,,,
39.0,2025-01-15,Kansas,,Iowa State,,,
31.0,2025-01-15,Davidson,,La Salle,,,
16.0,2025-01-15,High Point,,Longwood,,,
36.0,2025-01-15,Troy,,Louisiana-Monroe,,,
32.0,2025-01-15,Rhode Island,,Loyola (IL),,,
30.0,2025-01-15,Santa Clara,,Loyola Marymount,,,
23.0,2025-01-15,Samford,,Mercer,,,
55.0,2025-01-15,Penn State,,Michigan State,,,
43.0,2025-01-15,Southern Illinois,,Missouri State,,,
25.0,2025-01-15,Colgate,,Navy,,,
36.0,2025-01-15,Utah State,,Nevada-Las Vegas,,,
54.0,2025-01-15,California,,North Carolina,,,
43.0,2025-01-15,IU Indy,,Oakland,,,
30.0,2025-01-15,Texas,,Oklahoma,,,
17.0,2025-01-15,Gardner-Webb,,Radford,,,
37.0,2025-01-15,Southern Mississippi,,South Alabama,,,
27.0,2025-01-15,UAB,,South Florida,,,
33.0,2025-01-15,Richmond,,St. Bonaventure,,,
40.0,2025-01-15,Utah,,TCU,,,
31.0,2025-01-15,Georgia,,Tennessee,,,
38.0,2025-01-15,Georgia State,,Texas State,,,
28.0,2025-01-15,Florida Atlantic,,Tulane,,,
18.0,2025-01-15,South Carolina Upstate,,UNC Asheville,,,
24.0,2025-01-15,The Citadel,,UNC Greensboro,,,
32.0,2025-01-15,South Carolina,,Vanderbilt,,,
55.0,2025-01-15,Southern Methodist,,Virginia,,,
25.0,2025-01-15,Western Carolina,,Virginia Military Institute,,,
56.0,2025-01-15,NC State,,Virginia Tech,,,
57.0,2025-01-15,Stanford,,Wake Forest,,,
56.0,2025-01-15,Purdue,,Washington,,,
19.0,2025-01-15,Charleston Southern,,Winthrop,,,
44.0,2025-01-15,Purdue Fort Wayne,,Wright State,,,
12.0,2025-01-16,Bryant,,Albany (NY),,,
39.0,2025-01-16,Louisiana,,Arkansas State,,,
25.0,2025-01-16,Eastern Kentucky,,Austin Peay,,,
26.0,2025-01-16,Lipscomb,,Bellarmine,,,
31.0,2025-01-16,UC Davis,,Cal Poly,,,
29.0,2025-01-16,College of Charleston,,Campbell,,,
40.0,2025-01-16,Georgia Southern,,Coastal Carolina,,,
30.0,2025-01-16,Stony Brook,,Delaware,,,
31.0,2025-01-16,Elon,,Drexel,,,
35.0,2025-01-16,Niagara,,Fairfield,,,
27.0,2025-01-16,West Georgia,,Florida Gulf Coast,,,
18.0,2025-01-16,New Mexico State,,Florida International,,,
11.0,2025-01-16,Abilene Christian,,Grand Canyon,,,
32.0,2025-01-16,William & Mary,,Hampton,,,
18.0,2025-01-16,Montana State,,Idaho State,,,
36.0,2025-01-16,Canisius,,Iona,,,
28.0,2025-01-16,North Alabama,,Jacksonville,,,
19.0,2025-01-16,Louisiana Tech,,Jacksonville State,,,
42.0,2025-01-16,Marshall,,James Madison,,,
21.0,2025-01-16,Sam Houston,,Kennesaw State,,,
22.0,2025-01-16,UTEP,,Liberty,,,
32.0,2025-01-16,UC San Diego,,Long Beach State,,,
13.0,2025-01-16,New Hampshire,,Maryland-Baltimore County,,,
57.0,2025-01-16,Michigan,,Minnesota,,,
35.0,2025-01-16,Western Illinois,,Morehead State,,,
14.0,2025-01-16,Maine,,NJIT,,,
58.0,2025-01-16,Rutgers,,Nebraska,,,
33.0,2025-01-16,Monmouth,,North Carolina A&T,,,
17.0,2025-01-16,Kansas City,,North Dakota State,,,
29.0,2025-01-16,Central Arkansas,,North Florida,,,
19.0,2025-01-16,Sacramento State,,Northern Arizona,,,
21.0,2025-01-16,Portland State,,Northern Colorado,,,
59.0,2025-01-16,Maryland,,Northwestern,,,
43.0,2025-01-16,Appalachian State,,Old Dominion,,,
31.0,2025-01-16,Gonzaga,,Oregon State,,,
32.0,2025-01-16,San Francisco,,Pepperdine,,,
33.0,2025-01-16,Pacific,,Portland,,,
37.0,2025-01-16,Merrimack,,Quinnipiac,,,
38.0,2025-01-16,Mount St. Mary's,,Rider,,,
39.0,2025-01-16,Marist,,Saint Peter's,,,
34.0,2025-01-16,Washington State,,San Diego,,,
12.0,2025-01-16,Utah Tech,,Seattle,,,
40.0,2025-01-16,Sacred Heart,,Siena,,,
18.0,2025-01-16,Oral Roberts,,South Dakota,,,
19.0,2025-01-16,North Dakota,,South Dakota State,,,
36.0,2025-01-16,Lindenwood,,Southern Indiana,,,
30.0,2025-01-16,Queens (NC),,Stetson,,,
13.0,2025-01-16,California Baptist,,Tarleton State,,,
29.0,2025-01-16,Memphis,,Temple,,,
37.0,2025-01-16,Southern Illinois-Edwardsville,,Tennessee State,,,
38.0,2025-01-16,Southeast Missouri State,,Tennessee Tech,,,
39.0,2025-01-16,Eastern Illinois,,Tennessee-Martin,,,
34.0,2025-01-16,Hofstra,,Towson,,,
33.0,2025-01-16,Cal State Fullerton,,UC Irvine,,,
34.0,2025-01-16,UC Riverside,,UC Santa Barbara,,,
35.0,2025-01-16,Northeastern,,UNC Wilmington,,,
14.0,2025-01-16,Utah Valley,,UT Arlington,,,
15.0,2025-01-16,Binghamton,,Vermont,,,
22.0,2025-01-16,Montana,,Weber State,,,
37.0,2025-01-17,Air Force,,Fresno State,,,
37.0,2025-01-17,DePaul,,Georgetown,,,
45.0,2025-01-17,Robert Morris,,Green Bay,,,
35.0,2025-01-17,Cal State Northridge,,Hawaii,,,
46.0,2025-01-17,Youngstown State,,Milwaukee,,,
38.0,2025-01-17,Boise State,,New Mexico,,,
60.0,2025-01-17,Indiana,,Ohio State,,,
34.0,2025-01-17,Virginia Commonwealth,,Saint Joseph's,,,
61.0,2025-01-17,Iowa,,UCLA,,,
38.0,2025-01-17,Providence,,Villanova,,,
15.0,2025-01-18,California Baptist,,Abilene Christian,,,
25.0,2025-01-18,Ohio,,Akron,,,
23.0,2025-01-18,Alabama State,,Alabama A&M,,,
44.0,2025-01-18,Georgia State,,Arkansas State,,,
26.0,2025-01-18,Boston University,,Army,,,
26.0,2025-01-18,Toledo,,Ball State,,,
24.0,2025-01-18,Mississippi Valley State,,Bethune-Cookman,,,
16.0,2025-01-18,Albany (NY),,Binghamton,,,
58.0,2025-01-18,Duke,,Boston College,,,
27.0,2025-01-18,Eastern Michigan,,Bowling Green State,,,
4.0,2025-01-18,Harvard,,Brown,,,
17.0,2025-01-18,Massachusetts-Lowell,,Bryant,,,
27.0,2025-01-18,Navy,,Bucknell,,,
36.0,2025-01-18,Monmouth,,Campbell,,,
21.0,2025-01-18,Radford,,Charleston Southern,,,
16.0,2025-01-18,Le Moyne,,Chicago State,,,
42.0,2025-01-18,Arizona State,,Cincinnati,,,
45.0,2025-01-18,Marshall,,Coastal Carolina,,,
37.0,2025-01-18,Northeastern,,College of Charleston,,,
5.0,2025-01-18,Yale,,Columbia,,,
39.0,2025-01-18,Creighton,,Connecticut,,,
6.0,2025-01-18,Princeton,,Dartmouth,,,
35.0,2025-01-18,Loyola (IL),,Dayton,,,
38.0,2025-01-18,Elon,,Delaware,,,
47.0,2025-01-18,Oakland,,Detroit Mercy,,,
36.0,2025-01-18,St. Bonaventure,,Duquesne,,,
37.0,2025-01-18,New Orleans,,East Texas A&M,,,
31.0,2025-01-18,Bellarmine,,Eastern Kentucky,,,
44.0,2025-01-18,Belmont,,Evansville,,,
17.0,2025-01-18,Central Connecticut State,,FDU,,,
42.0,2025-01-18,Canisius,,Fairfield,,,
33.0,2025-01-18,Texas,,Florida,,,
25.0,2025-01-18,Arkansas-Pine Bluff,,Florida A&M,,,
32.0,2025-01-18,Queens (NC),,Florida Gulf Coast,,,
23.0,2025-01-18,UTEP,,Florida International,,,
59.0,2025-01-18,Georgia Tech,,Florida State,,,
26.0,2025-01-18,Chattanooga,,Furman,,,
22.0,2025-01-18,South Carolina Upstate,,Gardner-Webb,,,
37.0,2025-01-18,George Washington,,George Mason,,,
34.0,2025-01-18,Auburn,,Georgia,,,
