,Conference,Date,time,home_team,away_team
109,sun-belt,2025-02-20,12:00AM,troy:Troy,louisiana-lafayette:Louisiana
52,wac,2025-02-20,12:00AM,abilene-christian:Abilene Christian,southern-utah:Southern Utah
53,wac,2025-02-20,12:00AM,dixie-state:Utah Tech,utah-valley:Utah Valley
86,wcc,2025-02-20,12:00AM,pepperdine:Pepperdine,oregon-state:Oregon State
87,wcc,2025-02-20,12:00AM,san-francisco:San Francisco,pacific:Pacific
105,atlantic-10,2025-02-21,12:00AM,loyola-il:Loyola (IL),dayton:Dayton
89,big-east,2025-02-21,12:00AM,villanova:Villanova,marquette:Marquette
147,big-ten,2025-02-21,12:00AM,michigan:Michigan,michigan-state:Michigan State
95,horizon,2025-02-21,12:00AM,detroit-mercy:Detroit Mercy,cleveland-state:Cleveland State
96,horizon,2025-02-21,12:00AM,ipfw:Purdue Fort Wayne,oakland:Oakland
97,horizon,2025-02-21,12:00AM,robert-morris:Robert Morris,green-bay:Green Bay
98,horizon,2025-02-21,12:00AM,wright-state:Wright State,northern-kentucky:Northern Kentucky
99,horizon,2025-02-21,12:00AM,youngstown-state:Youngstown State,milwaukee:Milwaukee
37,ivy,2025-02-21,12:00AM,brown:Brown,columbia:Columbia
38,ivy,2025-02-21,12:00AM,pennsylvania:Pennsylvania,dartmouth:Dartmouth
39,ivy,2025-02-21,12:00AM,princeton:Princeton,harvard:Harvard
40,ivy,2025-02-21,12:00AM,yale:Yale,cornell:Cornell
98,maac,2025-02-21,12:00AM,iona:Iona,manhattan:Manhattan
99,maac,2025-02-21,12:00AM,marist:Marist,canisius:Canisius
100,maac,2025-02-21,12:00AM,merrimack:Merrimack,sacred-heart:Sacred Heart
101,maac,2025-02-21,12:00AM,mount-st-marys:Mount St. Mary's,saint-peters:Saint Peter's
102,maac,2025-02-21,12:00AM,rider:Rider,fairfield:Fairfield
103,maac,2025-02-21,12:00AM,siena:Siena,niagara:Niagara
81,mac,2025-02-21,12:00AM,toledo:Toledo,bowling-green-state:Bowling Green State
92,aac,2025-02-22,12:00AM,rice:Rice,tulsa:Tulsa
142,acc,2025-02-22,12:00AM,boston-college:Boston College,georgia-tech:Georgia Tech
143,acc,2025-02-22,12:00AM,louisville:Louisville,florida-state:Florida State
144,acc,2025-02-22,12:00AM,miami-fl:Miami (FL),virginia-tech:Virginia Tech
145,acc,2025-02-22,12:00AM,north-carolina-state:NC State,wake-forest:Wake Forest
147,acc,2025-02-22,12:00AM,north-carolina:North Carolina,virginia:Virginia
148,acc,2025-02-22,12:00AM,notre-dame:Notre Dame,pittsburgh:Pittsburgh
149,acc,2025-02-22,12:00AM,southern-methodist:Southern Methodist,clemson:Clemson
150,acc,2025-02-22,12:00AM,stanford:Stanford,california:California
58,america-east,2025-02-22,12:00AM,albany-ny:Albany (NY),new-hampshire:New Hampshire
59,america-east,2025-02-22,12:00AM,binghamton:Binghamton,maine:Maine
60,america-east,2025-02-22,12:00AM,maryland-baltimore-county:Maryland-Baltimore County,njit:NJIT
61,america-east,2025-02-22,12:00AM,vermont:Vermont,massachusetts-lowell:Massachusetts-Lowell
106,atlantic-10,2025-02-22,12:00AM,fordham:Fordham,davidson:Davidson
107,atlantic-10,2025-02-22,12:00AM,george-washington:George Washington,massachusetts:Massachusetts
108,atlantic-10,2025-02-22,12:00AM,saint-josephs:Saint Joseph's,richmond:Richmond
109,atlantic-10,2025-02-22,12:00AM,saint-louis:Saint Louis,rhode-island:Rhode Island
110,atlantic-10,2025-02-22,12:00AM,st-bonaventure:St. Bonaventure,duquesne:Duquesne
111,atlantic-10,2025-02-22,12:00AM,virginia-commonwealth:Virginia Commonwealth,george-mason:George Mason
126,big-12,2025-02-22,12:00AM,arizona:Arizona,brigham-young:Brigham Young
127,big-12,2025-02-22,12:00AM,cincinnati:Cincinnati,texas-christian:TCU
128,big-12,2025-02-22,12:00AM,colorado:Colorado,baylor:Baylor
129,big-12,2025-02-22,12:00AM,houston:Houston,iowa-state:Iowa State
130,big-12,2025-02-22,12:00AM,kansas:Kansas,oklahoma-state:Oklahoma State
131,big-12,2025-02-22,12:00AM,texas-tech:Texas Tech,west-virginia:West Virginia
90,big-east,2025-02-22,12:00AM,depaul:DePaul,butler:Butler
74,big-sky,2025-02-22,12:00AM,idaho-state:Idaho State,sacramento-state:Sacramento State
75,big-sky,2025-02-22,12:00AM,montana-state:Montana State,montana:Montana
76,big-sky,2025-02-22,12:00AM,northern-arizona:Northern Arizona,eastern-washington:Eastern Washington
77,big-sky,2025-02-22,12:00AM,northern-colorado:Northern Colorado,idaho:Idaho
78,big-sky,2025-02-22,12:00AM,weber-state:Weber State,portland-state:Portland State
63,big-south,2025-02-22,12:00AM,charleston-southern:Charleston Southern,south-carolina-upstate:South Carolina Upstate
64,big-south,2025-02-22,12:00AM,gardner-webb:Gardner-Webb,high-point:High Point
66,big-south,2025-02-22,12:00AM,north-carolina-asheville:UNC Asheville,longwood:Longwood
65,big-south,2025-02-22,12:00AM,radford:Radford,presbyterian:Presbyterian
148,big-ten,2025-02-22,12:00AM,iowa:Iowa,washington:Washington
149,big-ten,2025-02-22,12:00AM,minnesota:Minnesota,penn-state:Penn State
150,big-ten,2025-02-22,12:00AM,wisconsin:Wisconsin,oregon:Oregon
89,big-west,2025-02-22,12:00AM,cal-poly:Cal Poly,california-riverside:UC Riverside
90,big-west,2025-02-22,12:00AM,cal-state-bakersfield:Cal State Bakersfield,california-irvine:UC Irvine
92,big-west,2025-02-22,12:00AM,california-davis:UC Davis,cal-state-northridge:Cal State Northridge
93,big-west,2025-02-22,12:00AM,california-san-diego:UC San Diego,hawaii:Hawaii
91,big-west,2025-02-22,12:00AM,long-beach-state:Long Beach State,california-santa-barbara:UC Santa Barbara
110,coastal,2025-02-22,12:00AM,campbell:Campbell,towson:Towson
111,coastal,2025-02-22,12:00AM,delaware:Delaware,hofstra:Hofstra
112,coastal,2025-02-22,12:00AM,drexel:Drexel,college-of-charleston:College of Charleston
113,coastal,2025-02-22,12:00AM,elon:Elon,william-mary:William & Mary
114,coastal,2025-02-22,12:00AM,hampton:Hampton,north-carolina-wilmington:UNC Wilmington
115,coastal,2025-02-22,12:00AM,monmouth:Monmouth,northeastern:Northeastern
116,coastal,2025-02-22,12:00AM,north-carolina-at:North Carolina A&T,stony-brook:Stony Brook
70,cusa,2025-02-22,12:00AM,jacksonville-state:Jacksonville State,texas-el-paso:UTEP
71,cusa,2025-02-22,12:00AM,kennesaw-state:Kennesaw State,new-mexico-state:New Mexico State
72,cusa,2025-02-22,12:00AM,liberty:Liberty,florida-international:Florida International
73,cusa,2025-02-22,12:00AM,middle-tennessee:Middle Tennessee,sam-houston-state:Sam Houston
74,cusa,2025-02-22,12:00AM,western-kentucky:Western Kentucky,louisiana-tech:Louisiana Tech
42,ivy,2025-02-22,12:00AM,brown:Brown,cornell:Cornell
43,ivy,2025-02-22,12:00AM,dartmouth:Dartmouth,princeton:Princeton
44,ivy,2025-02-22,12:00AM,pennsylvania:Pennsylvania,harvard:Harvard
45,ivy,2025-02-22,12:00AM,yale:Yale,columbia:Columbia
82,mac,2025-02-22,12:00AM,ball-state:Ball State,buffalo:Buffalo
84,mac,2025-02-22,12:00AM,miami-oh:Miami (OH),kent-state:Kent State
85,mac,2025-02-22,12:00AM,northern-illinois:Northern Illinois,eastern-michigan:Eastern Michigan
86,mac,2025-02-22,12:00AM,ohio:Ohio,akron:Akron
87,mac,2025-02-22,12:00AM,western-michigan:Western Michigan,central-michigan:Central Michigan
37,meac,2025-02-22,12:00AM,coppin-state:Coppin State,norfolk-state:Norfolk State
38,meac,2025-02-22,12:00AM,delaware-state:Delaware State,south-carolina-state:South Carolina State
39,meac,2025-02-22,12:00AM,maryland-eastern-shore:Maryland-Eastern Shore,north-carolina-central:North Carolina Central
40,meac,2025-02-22,12:00AM,morgan-state:Morgan State,howard:Howard
107,mvc,2025-02-22,12:00AM,belmont:Belmont,indiana-state:Indiana State
108,mvc,2025-02-22,12:00AM,bradley:Bradley,murray-state:Murray State
109,mvc,2025-02-22,12:00AM,illinois-chicago:Illinois-Chicago,evansville:Evansville
110,mvc,2025-02-22,12:00AM,missouri-state:Missouri State,illinois-state:Illinois State
111,mvc,2025-02-22,12:00AM,southern-illinois:Southern Illinois,valparaiso:Valparaiso
89,mwc,2025-02-22,12:00AM,air-force:Air Force,fresno-state:Fresno State
91,mwc,2025-02-22,12:00AM,nevada-las-vegas:Nevada-Las Vegas,colorado-state:Colorado State
90,mwc,2025-02-22,12:00AM,nevada:Nevada,boise-state:Boise State
92,mwc,2025-02-22,12:00AM,utah-state:Utah State,san-diego-state:San Diego State
93,mwc,2025-02-22,12:00AM,wyoming:Wyoming,san-jose-state:San Jose State
63,northeast,2025-02-22,12:00AM,central-connecticut-state:Central Connecticut State,stonehill:Stonehill
64,northeast,2025-02-22,12:00AM,chicago-state:Chicago State,wagner:Wagner
65,northeast,2025-02-22,12:00AM,le-moyne:Le Moyne,long-island-university:Long Island University
66,northeast,2025-02-22,12:00AM,saint-francis-pa:Saint Francis (PA),fairleigh-dickinson:FDU
98,ovc,2025-02-22,12:00AM,arkansas-little-rock:Little Rock,western-illinois:Western Illinois
99,ovc,2025-02-22,12:00AM,morehead-state:Morehead State,eastern-illinois:Eastern Illinois
100,ovc,2025-02-22,12:00AM,southeast-missouri-state:Southeast Missouri State,lindenwood:Lindenwood
101,ovc,2025-02-22,12:00AM,southern-indiana:Southern Indiana,southern-illinois-edwardsville:Southern Illinois-Edwardsville
102,ovc,2025-02-22,12:00AM,tennessee-tech:Tennessee Tech,tennessee-state:Tennessee State
78,patriot,2025-02-22,12:00AM,american:American,boston-university:Boston University
79,patriot,2025-02-22,12:00AM,lafayette:Lafayette,lehigh:Lehigh
80,patriot,2025-02-22,12:00AM,loyola-md:Loyola (MD),colgate:Colgate
109,sec,2025-02-22,12:00AM,alabama:Alabama,kentucky:Kentucky
110,sec,2025-02-22,12:00AM,arkansas:Arkansas,missouri:Missouri
111,sec,2025-02-22,12:00AM,auburn:Auburn,georgia:Georgia
112,sec,2025-02-22,12:00AM,louisiana-state:Louisiana State,florida:Florida
113,sec,2025-02-22,12:00AM,oklahoma:Oklahoma,mississippi-state:Mississippi State
114,sec,2025-02-22,12:00AM,south-carolina:South Carolina,texas:Texas
115,sec,2025-02-22,12:00AM,texas-am:Texas A&M,tennessee:Tennessee
116,sec,2025-02-22,12:00AM,vanderbilt:Vanderbilt,mississippi:Mississippi
78,southern,2025-02-22,12:00AM,chattanooga:Chattanooga,citadel:The Citadel
79,southern,2025-02-22,12:00AM,furman:Furman,virginia-military-institute:Virginia Military Institute
80,southern,2025-02-22,12:00AM,mercer:Mercer,north-carolina-greensboro:UNC Greensboro
81,southern,2025-02-22,12:00AM,samford:Samford,western-carolina:Western Carolina
82,southern,2025-02-22,12:00AM,wofford:Wofford,east-tennessee-state:East Tennessee State
100,southland,2025-02-22,12:00AM,houston-baptist:Houston Christian,lamar:Lamar
101,southland,2025-02-22,12:00AM,incarnate-word:Incarnate Word,stephen-f-austin:Stephen F. Austin
102,southland,2025-02-22,12:00AM,mcneese-state:McNeese State,texas-am-corpus-christi:Texas A&M-Corpus Christi
103,southland,2025-02-22,12:00AM,new-orleans:New Orleans,northwestern-state:Northwestern State
105,southland,2025-02-22,12:00AM,nicholls-state:Nicholls State,texas-pan-american:Texas-Rio Grande Valley
106,southland,2025-02-22,12:00AM,southeastern-louisiana:Southeastern Louisiana,texas-am-commerce:East Texas A&M
64,summit,2025-02-22,12:00AM,nebraska-omaha:Omaha,south-dakota:South Dakota
63,summit,2025-02-22,12:00AM,north-dakota:North Dakota,north-dakota-state:North Dakota State
65,summit,2025-02-22,12:00AM,oral-roberts:Oral Roberts,st-thomas-mn:St. Thomas
110,sun-belt,2025-02-22,12:00AM,appalachian-state:Appalachian State,marshall:Marshall
111,sun-belt,2025-02-22,12:00AM,arkansas-state:Arkansas State,louisiana-monroe:Louisiana-Monroe
112,sun-belt,2025-02-22,12:00AM,james-madison:James Madison,georgia-southern:Georgia Southern
113,sun-belt,2025-02-22,12:00AM,old-dominion:Old Dominion,georgia-state:Georgia State
114,sun-belt,2025-02-22,12:00AM,southern-mississippi:Southern Mississippi,louisiana-lafayette:Louisiana
115,sun-belt,2025-02-22,12:00AM,texas-state:Texas State,south-alabama:South Alabama
116,sun-belt,2025-02-22,12:00AM,troy:Troy,coastal-carolina:Coastal Carolina
81,swac,2025-02-22,12:00AM,alabama-am:Alabama A&M,bethune-cookman:Bethune-Cookman
82,swac,2025-02-22,12:00AM,alabama-state:Alabama State,florida-am:Florida A&M
84,swac,2025-02-22,12:00AM,grambling:Grambling,southern:Southern
85,swac,2025-02-22,12:00AM,jackson-state:Jackson State,alcorn-state:Alcorn State
86,swac,2025-02-22,12:00AM,prairie-view:Prairie View,arkansas-pine-bluff:Arkansas-Pine Bluff
87,swac,2025-02-22,12:00AM,texas-southern:Texas Southern,mississippi-valley-state:Mississippi Valley State
54,wac,2025-02-22,12:00AM,abilene-christian:Abilene Christian,dixie-state:Utah Tech
55,wac,2025-02-22,12:00AM,grand-canyon:Grand Canyon,california-baptist:California Baptist
56,wac,2025-02-22,12:00AM,texas-arlington:UT Arlington,tarleton-state:Tarleton State
57,wac,2025-02-22,12:00AM,utah-valley:Utah Valley,seattle:Seattle
88,wcc,2025-02-22,12:00AM,gonzaga:Gonzaga,saint-marys-ca:Saint Mary's (CA)
89,wcc,2025-02-22,12:00AM,loyola-marymount:Loyola Marymount,pepperdine:Pepperdine
90,wcc,2025-02-22,12:00AM,pacific:Pacific,portland:Portland
91,wcc,2025-02-22,12:00AM,san-diego:San Diego,oregon-state:Oregon State
92,wcc,2025-02-22,12:00AM,washington-state:Washington State,santa-clara:Santa Clara
96,aac,2025-02-23,12:00AM,alabama-birmingham:UAB,temple:Temple
93,aac,2025-02-23,12:00AM,east-carolina:East Carolina,texas-san-antonio:UTSA
94,aac,2025-02-23,12:00AM,memphis:Memphis,florida-atlantic:Florida Atlantic
95,aac,2025-02-23,12:00AM,south-florida:South Florida,north-texas:North Texas
97,aac,2025-02-23,12:00AM,wichita-state:Wichita State,tulane:Tulane
133,big-12,2025-02-23,12:00AM,central-florida:UCF,utah:Utah
132,big-12,2025-02-23,12:00AM,kansas-state:Kansas State,arizona-state:Arizona State
91,big-east,2025-02-23,12:00AM,creighton:Creighton,georgetown:Georgetown
92,big-east,2025-02-23,12:00AM,seton-hall:Seton Hall,xavier:Xavier
93,big-east,2025-02-23,12:00AM,st-johns-ny:St. John's (NY),connecticut:Connecticut
151,big-ten,2025-02-23,12:00AM,indiana:Indiana,purdue:Purdue
152,big-ten,2025-02-23,12:00AM,rutgers:Rutgers,southern-california:Southern California
153,big-ten,2025-02-23,12:00AM,ucla:UCLA,ohio-state:Ohio State
100,horizon,2025-02-23,12:00AM,northern-kentucky:Northern Kentucky,iupui:IU Indy
101,horizon,2025-02-23,12:00AM,oakland:Oakland,cleveland-state:Cleveland State
102,horizon,2025-02-23,12:00AM,robert-morris:Robert Morris,milwaukee:Milwaukee
103,horizon,2025-02-23,12:00AM,youngstown-state:Youngstown State,green-bay:Green Bay
105,maac,2025-02-23,12:00AM,iona:Iona,merrimack:Merrimack
106,maac,2025-02-23,12:00AM,manhattan:Manhattan,quinnipiac:Quinnipiac
107,maac,2025-02-23,12:00AM,marist:Marist,niagara:Niagara
108,maac,2025-02-23,12:00AM,mount-st-marys:Mount St. Mary's,rider:Rider
109,maac,2025-02-23,12:00AM,saint-peters:Saint Peter's,sacred-heart:Sacred Heart
110,maac,2025-02-23,12:00AM,siena:Siena,canisius:Canisius
112,mvc,2025-02-23,12:00AM,northern-iowa:Northern Iowa,drake:Drake
81,patriot,2025-02-23,12:00AM,bucknell:Bucknell,army:Army
82,patriot,2025-02-23,12:00AM,navy:Navy,holy-cross:Holy Cross
66,summit,2025-02-23,12:00AM,south-dakota-state:South Dakota State,missouri-kansas-city:Kansas City
151,acc,2025-02-24,12:00AM,florida-state:Florida State,north-carolina:North Carolina
100,atlantic-sun,2025-02-24,12:00AM,austin-peay:Austin Peay,lipscomb:Lipscomb
101,atlantic-sun,2025-02-24,12:00AM,central-arkansas:Central Arkansas,north-alabama:North Alabama
102,atlantic-sun,2025-02-24,12:00AM,florida-gulf-coast:Florida Gulf Coast,north-florida:North Florida
103,atlantic-sun,2025-02-24,12:00AM,jacksonville:Jacksonville,eastern-kentucky:Eastern Kentucky
105,atlantic-sun,2025-02-24,12:00AM,stetson:Stetson,bellarmine:Bellarmine
106,atlantic-sun,2025-02-24,12:00AM,west-georgia:West Georgia,queens-nc:Queens (NC)
134,big-12,2025-02-24,12:00AM,colorado:Colorado,kansas:Kansas
135,big-12,2025-02-24,12:00AM,texas-tech:Texas Tech,houston:Houston
154,big-ten,2025-02-24,12:00AM,nebraska:Nebraska,michigan:Michigan
42,meac,2025-02-24,12:00AM,coppin-state:Coppin State,howard:Howard
43,meac,2025-02-24,12:00AM,delaware-state:Delaware State,north-carolina-central:North Carolina Central
44,meac,2025-02-24,12:00AM,maryland-eastern-shore:Maryland-Eastern Shore,south-carolina-state:South Carolina State
45,meac,2025-02-24,12:00AM,norfolk-state:Norfolk State,morgan-state:Morgan State
107,southland,2025-02-24,12:00AM,houston-baptist:Houston Christian,stephen-f-austin:Stephen F. Austin
108,southland,2025-02-24,12:00AM,incarnate-word:Incarnate Word,lamar:Lamar
109,southland,2025-02-24,12:00AM,mcneese-state:McNeese State,texas-pan-american:Texas-Rio Grande Valley
110,southland,2025-02-24,12:00AM,new-orleans:New Orleans,texas-am-commerce:East Texas A&M
111,southland,2025-02-24,12:00AM,nicholls-state:Nicholls State,texas-am-corpus-christi:Texas A&M-Corpus Christi
112,southland,2025-02-24,12:00AM,southeastern-louisiana:Southeastern Louisiana,northwestern-state:Northwestern State
88,swac,2025-02-24,12:00AM,alabama-am:Alabama A&M,florida-am:Florida A&M
89,swac,2025-02-24,12:00AM,alabama-state:Alabama State,bethune-cookman:Bethune-Cookman
90,swac,2025-02-24,12:00AM,prairie-view:Prairie View,mississippi-valley-state:Mississippi Valley State
91,swac,2025-02-24,12:00AM,texas-southern:Texas Southern,arkansas-pine-bluff:Arkansas-Pine Bluff
152,acc,2025-02-25,12:00AM,miami-fl:Miami (FL),duke:Duke
153,acc,2025-02-25,12:00AM,pittsburgh:Pittsburgh,georgia-tech:Georgia Tech
154,acc,2025-02-25,12:00AM,virginia-tech:Virginia Tech,louisville:Louisville
112,atlantic-10,2025-02-25,12:00AM,davidson:Davidson,saint-louis:Saint Louis
113,atlantic-10,2025-02-25,12:00AM,richmond:Richmond,virginia-commonwealth:Virginia Commonwealth
136,big-12,2025-02-25,12:00AM,cincinnati:Cincinnati,baylor:Baylor
137,big-12,2025-02-25,12:00AM,oklahoma-state:Oklahoma State,iowa-state:Iowa State
138,big-12,2025-02-25,12:00AM,west-virginia:West Virginia,texas-christian:TCU
94,big-east,2025-02-25,12:00AM,marquette:Marquette,providence:Providence
155,big-ten,2025-02-25,12:00AM,illinois:Illinois,iowa:Iowa
156,big-ten,2025-02-25,12:00AM,minnesota:Minnesota,northwestern:Northwestern
157,big-ten,2025-02-25,12:00AM,wisconsin:Wisconsin,washington:Washington
88,mac,2025-02-25,12:00AM,ball-state:Ball State,akron:Akron
89,mac,2025-02-25,12:00AM,central-michigan:Central Michigan,buffalo:Buffalo
90,mac,2025-02-25,12:00AM,eastern-michigan:Eastern Michigan,bowling-green-state:Bowling Green State
91,mac,2025-02-25,12:00AM,kent-state:Kent State,toledo:Toledo
92,mac,2025-02-25,12:00AM,miami-oh:Miami (OH),northern-illinois:Northern Illinois
93,mac,2025-02-25,12:00AM,western-michigan:Western Michigan,ohio:Ohio
113,mvc,2025-02-25,12:00AM,murray-state:Murray State,indiana-state:Indiana State
114,mvc,2025-02-25,12:00AM,southern-illinois:Southern Illinois,illinois-state:Illinois State
94,mwc,2025-02-25,12:00AM,air-force:Air Force,colorado-state:Colorado State
95,mwc,2025-02-25,12:00AM,nevada:Nevada,wyoming:Wyoming
96,mwc,2025-02-25,12:00AM,san-diego-state:San Diego State,new-mexico:New Mexico
97,mwc,2025-02-25,12:00AM,san-jose-state:San Jose State,nevada-las-vegas:Nevada-Las Vegas
103,ovc,2025-02-25,12:00AM,western-illinois:Western Illinois,lindenwood:Lindenwood
84,patriot,2025-02-25,12:00AM,lafayette:Lafayette,army:Army
117,sec,2025-02-25,12:00AM,alabama:Alabama,mississippi-state:Mississippi State
118,sec,2025-02-25,12:00AM,georgia:Georgia,florida:Florida
119,sec,2025-02-25,12:00AM,louisiana-state:Louisiana State,tennessee:Tennessee
120,sec,2025-02-25,12:00AM,missouri:Missouri,south-carolina:South Carolina
117,sun-belt,2025-02-25,12:00AM,georgia-southern:Georgia Southern,appalachian-state:Appalachian State
118,sun-belt,2025-02-25,12:00AM,louisiana-monroe:Louisiana-Monroe,james-madison:James Madison
119,sun-belt,2025-02-25,12:00AM,marshall:Marshall,old-dominion:Old Dominion
120,sun-belt,2025-02-25,12:00AM,texas-state:Texas State,troy:Troy
98,aac,2025-02-26,12:00AM,memphis:Memphis,rice:Rice
99,aac,2025-02-26,12:00AM,temple:Temple,south-florida:South Florida
100,aac,2025-02-26,12:00AM,tulane:Tulane,charlotte:Charlotte
155,acc,2025-02-26,12:00AM,california:California,southern-methodist:Southern Methodist
156,acc,2025-02-26,12:00AM,clemson:Clemson,notre-dame:Notre Dame
157,acc,2025-02-26,12:00AM,stanford:Stanford,boston-college:Boston College
158,acc,2025-02-26,12:00AM,syracuse:Syracuse,north-carolina-state:NC State
159,acc,2025-02-26,12:00AM,wake-forest:Wake Forest,virginia:Virginia
114,atlantic-10,2025-02-26,12:00AM,george-mason:George Mason,fordham:Fordham
115,atlantic-10,2025-02-26,12:00AM,la-salle:La Salle,duquesne:Duquesne
116,atlantic-10,2025-02-26,12:00AM,loyola-il:Loyola (IL),george-washington:George Washington
117,atlantic-10,2025-02-26,12:00AM,rhode-island:Rhode Island,dayton:Dayton
118,atlantic-10,2025-02-26,12:00AM,saint-josephs:Saint Joseph's,st-bonaventure:St. Bonaventure
107,atlantic-sun,2025-02-26,12:00AM,florida-gulf-coast:Florida Gulf Coast,bellarmine:Bellarmine
108,atlantic-sun,2025-02-26,12:00AM,jacksonville:Jacksonville,stetson:Stetson
109,atlantic-sun,2025-02-26,12:00AM,lipscomb:Lipscomb,central-arkansas:Central Arkansas
110,atlantic-sun,2025-02-26,12:00AM,north-alabama:North Alabama,queens-nc:Queens (NC)
111,atlantic-sun,2025-02-26,12:00AM,north-florida:North Florida,eastern-kentucky:Eastern Kentucky
112,atlantic-sun,2025-02-26,12:00AM,west-georgia:West Georgia,austin-peay:Austin Peay
140,big-12,2025-02-26,12:00AM,arizona-state:Arizona State,brigham-young:Brigham Young
139,big-12,2025-02-26,12:00AM,arizona:Arizona,utah:Utah
141,big-12,2025-02-26,12:00AM,central-florida:UCF,kansas-state:Kansas State
95,big-east,2025-02-26,12:00AM,butler:Butler,st-johns-ny:St. John's (NY)
96,big-east,2025-02-26,12:00AM,connecticut:Connecticut,georgetown:Georgetown
97,big-east,2025-02-26,12:00AM,creighton:Creighton,depaul:DePaul
98,big-east,2025-02-26,12:00AM,seton-hall:Seton Hall,villanova:Villanova
67,big-south,2025-02-26,12:00AM,gardner-webb:Gardner-Webb,radford:Radford
68,big-south,2025-02-26,12:00AM,high-point:High Point,south-carolina-upstate:South Carolina Upstate
69,big-south,2025-02-26,12:00AM,longwood:Longwood,winthrop:Winthrop
70,big-south,2025-02-26,12:00AM,north-carolina-asheville:UNC Asheville,presbyterian:Presbyterian
158,big-ten,2025-02-26,12:00AM,indiana:Indiana,penn-state:Penn State
159,big-ten,2025-02-26,12:00AM,maryland:Maryland,michigan-state:Michigan State
160,big-ten,2025-02-26,12:00AM,southern-california:Southern California,ohio-state:Ohio State
115,mvc,2025-02-26,12:00AM,evansville:Evansville,drake:Drake
116,mvc,2025-02-26,12:00AM,missouri-state:Missouri State,belmont:Belmont
117,mvc,2025-02-26,12:00AM,northern-iowa:Northern Iowa,illinois-chicago:Illinois-Chicago
118,mvc,2025-02-26,12:00AM,valparaiso:Valparaiso,bradley:Bradley
98,mwc,2025-02-26,12:00AM,boise-state:Boise State,utah-state:Utah State
85,patriot,2025-02-26,12:00AM,american:American,navy:Navy
86,patriot,2025-02-26,12:00AM,colgate:Colgate,holy-cross:Holy Cross
87,patriot,2025-02-26,12:00AM,lehigh:Lehigh,boston-university:Boston University
88,patriot,2025-02-26,12:00AM,loyola-md:Loyola (MD),bucknell:Bucknell
121,sec,2025-02-26,12:00AM,arkansas:Arkansas,texas:Texas
122,sec,2025-02-26,12:00AM,auburn:Auburn,mississippi:Mississippi
123,sec,2025-02-26,12:00AM,oklahoma:Oklahoma,kentucky:Kentucky
124,sec,2025-02-26,12:00AM,texas-am:Texas A&M,vanderbilt:Vanderbilt
84,southern,2025-02-26,12:00AM,east-tennessee-state:East Tennessee State,mercer:Mercer
85,southern,2025-02-26,12:00AM,furman:Furman,citadel:The Citadel
86,southern,2025-02-26,12:00AM,western-carolina:Western Carolina,wofford:Wofford
67,summit,2025-02-26,12:00AM,north-dakota-state:North Dakota State,south-dakota:South Dakota
121,sun-belt,2025-02-26,12:00AM,coastal-carolina:Coastal Carolina,georgia-state:Georgia State
122,sun-belt,2025-02-26,12:00AM,louisiana-lafayette:Louisiana,arkansas-state:Arkansas State
123,sun-belt,2025-02-26,12:00AM,southern-mississippi:Southern Mississippi,south-alabama:South Alabama
101,aac,2025-02-27,12:00AM,florida-atlantic:Florida Atlantic,north-texas:North Texas
102,aac,2025-02-27,12:00AM,wichita-state:Wichita State,alabama-birmingham:UAB
63,america-east,2025-02-27,12:00AM,maryland-baltimore-county:Maryland-Baltimore County,albany-ny:Albany (NY)
64,america-east,2025-02-27,12:00AM,massachusetts-lowell:Massachusetts-Lowell,bryant:Bryant
65,america-east,2025-02-27,12:00AM,new-hampshire:New Hampshire,maine:Maine
66,america-east,2025-02-27,12:00AM,njit:NJIT,vermont:Vermont
79,big-sky,2025-02-27,12:00AM,eastern-washington:Eastern Washington,weber-state:Weber State
80,big-sky,2025-02-27,12:00AM,idaho:Idaho,idaho-state:Idaho State
81,big-sky,2025-02-27,12:00AM,portland-state:Portland State,montana-state:Montana State
82,big-sky,2025-02-27,12:00AM,sacramento-state:Sacramento State,montana:Montana
161,big-ten,2025-02-27,12:00AM,michigan:Michigan,rutgers:Rutgers
94,big-west,2025-02-27,12:00AM,cal-state-fullerton:Cal State Fullerton,california-irvine:UC Irvine
95,big-west,2025-02-27,12:00AM,cal-state-northridge:Cal State Northridge,california-san-diego:UC San Diego
97,big-west,2025-02-27,12:00AM,california-santa-barbara:UC Santa Barbara,cal-poly:Cal Poly
96,big-west,2025-02-27,12:00AM,long-beach-state:Long Beach State,cal-state-bakersfield:Cal State Bakersfield
117,coastal,2025-02-27,12:00AM,campbell:Campbell,north-carolina-wilmington:UNC Wilmington
118,coastal,2025-02-27,12:00AM,college-of-charleston:College of Charleston,delaware:Delaware
119,coastal,2025-02-27,12:00AM,drexel:Drexel,hampton:Hampton
120,coastal,2025-02-27,12:00AM,monmouth:Monmouth,elon:Elon
121,coastal,2025-02-27,12:00AM,northeastern:Northeastern,north-carolina-at:North Carolina A&T
122,coastal,2025-02-27,12:00AM,stony-brook:Stony Brook,hofstra:Hofstra
123,coastal,2025-02-27,12:00AM,towson:Towson,william-mary:William & Mary
75,cusa,2025-02-27,12:00AM,florida-international:Florida International,kennesaw-state:Kennesaw State
76,cusa,2025-02-27,12:00AM,liberty:Liberty,jacksonville-state:Jacksonville State
